TargetWord,WinStatus,NumGuesses,Vowels,DuplicateSets,DuplicateDegree
aback,1,5,2,1,2
aback,1,6,2,1,2
aback,1,5,2,1,2
aback,1,6,2,1,2
aback,0,6,2,1,2
aback,1,4,2,1,2
aback,1,6,2,1,2
aback,1,4,2,1,2
aback,1,2,2,1,2
aback,1,4,2,1,2
aback,0,6,2,1,2
aback,1,6,2,1,2
aback,1,4,2,1,2
aback,1,6,2,1,2
abase,1,3,3,1,2
abase,1,4,3,1,2
abase,1,4,3,1,2
abase,1,5,3,1,2
abase,1,5,3,1,2
abase,1,6,3,1,2
abase,1,4,3,1,2
abase,1,3,3,1,2
abase,1,5,3,1,2
abase,0,6,3,1,2
abase,1,3,3,1,2
abase,1,6,3,1,2
abase,1,4,3,1,2
abase,1,4,3,1,2
abase,1,4,3,1,2
abase,1,3,3,1,2
abase,1,4,3,1,2
abase,1,6,3,1,2
abase,1,4,3,1,2
abase,1,5,3,1,2
abase,1,6,3,1,2
abase,0,6,3,1,2
abase,1,5,3,1,2
abase,1,4,3,1,2
abase,1,3,3,1,2
abase,1,3,3,1,2
abase,1,5,3,1,2
abase,1,6,3,1,2
abase,1,4,3,1,2
abase,1,4,3,1,2
abase,1,3,3,1,2
abase,1,4,3,1,2
abase,1,6,3,1,2
abase,1,5,3,1,2
abase,1,4,3,1,2
abase,1,4,3,1,2
abase,1,5,3,1,2
abase,1,6,3,1,2
abase,1,4,3,1,2
abase,1,6,3,1,2
abase,1,5,3,1,2
abase,1,6,3,1,2
abase,1,6,3,1,2
abase,1,5,3,1,2
abase,1,6,3,1,2
abase,1,5,3,1,2
abase,1,6,3,1,2
abase,1,5,3,1,2
abase,1,5,3,1,2
abase,1,4,3,1,2
abase,1,5,3,1,2
abase,0,6,3,1,2
abase,1,6,3,1,2
abase,1,4,3,1,2
abase,1,6,3,1,2
abase,1,6,3,1,2
abase,1,4,3,1,2
abase,1,5,3,1,2
abase,1,5,3,1,2
abase,1,5,3,1,2
abase,1,4,3,1,2
abase,1,6,3,1,2
abase,1,6,3,1,2
abase,1,4,3,1,2
abase,1,5,3,1,2
abase,1,4,3,1,2
abase,1,6,3,1,2
abase,1,6,3,1,2
abase,1,5,3,1,2
abase,1,3,3,1,2
abase,1,3,3,1,2
abase,1,6,3,1,2
abase,1,3,3,1,2
abase,1,4,3,1,2
abase,1,6,3,1,2
abase,1,6,3,1,2
abase,1,5,3,1,2
abase,1,4,3,1,2
abase,1,5,3,1,2
abase,1,4,3,1,2
abase,1,6,3,1,2
abase,1,6,3,1,2
abase,1,5,3,1,2
abase,1,4,3,1,2
abase,1,5,3,1,2
abase,1,3,3,1,2
abase,1,6,3,1,2
abase,1,5,3,1,2
abase,1,6,3,1,2
abase,1,5,3,1,2
abase,1,5,3,1,2
abase,1,5,3,1,2
abase,1,4,3,1,2
abase,0,6,3,1,2
abase,1,4,3,1,2
abase,1,5,3,1,2
abase,1,5,3,1,2
abase,1,3,3,1,2
abase,1,3,3,1,2
abase,0,6,3,1,2
abate,1,4,3,1,2
abate,0,6,3,1,2
abate,1,6,3,1,2
abate,1,5,3,1,2
abate,1,5,3,1,2
abate,1,3,3,1,2
abate,1,5,3,1,2
abate,1,5,3,1,2
abate,1,4,3,1,2
abate,0,6,3,1,2
abate,1,5,3,1,2
abate,1,2,3,1,2
abate,1,5,3,1,2
abate,1,4,3,1,2
abate,1,5,3,1,2
abate,0,6,3,1,2
abate,1,5,3,1,2
abate,1,4,3,1,2
abate,0,6,3,1,2
abate,1,6,3,1,2
abate,1,5,3,1,2
abate,1,6,3,1,2
abate,1,6,3,1,2
abate,0,6,3,1,2
abate,1,4,3,1,2
abate,1,5,3,1,2
abate,1,5,3,1,2
abate,1,6,3,1,2
abate,1,4,3,1,2
abate,1,6,3,1,2
abate,0,6,3,1,2
abate,1,3,3,1,2
abate,1,4,3,1,2
abate,1,5,3,1,2
abate,1,5,3,1,2
abate,0,6,3,1,2
abate,1,5,3,1,2
abate,1,5,3,1,2
abate,1,4,3,1,2
abate,1,6,3,1,2
abate,1,4,3,1,2
abate,1,3,3,1,2
abate,1,3,3,1,2
abate,1,5,3,1,2
abate,0,6,3,1,2
abate,1,6,3,1,2
abate,1,6,3,1,2
abate,0,6,3,1,2
abate,0,6,3,1,2
abate,1,4,3,1,2
abate,1,4,3,1,2
abate,1,6,3,1,2
abate,1,5,3,1,2
abate,1,3,3,1,2
abate,1,5,3,1,2
abate,1,5,3,1,2
abate,1,4,3,1,2
abate,1,5,3,1,2
abate,1,6,3,1,2
abate,0,6,3,1,2
abate,1,3,3,1,2
abate,0,6,3,1,2
abate,1,3,3,1,2
abate,1,2,3,1,2
abate,1,4,3,1,2
abate,1,4,3,1,2
abate,1,4,3,1,2
abate,1,5,3,1,2
abate,1,6,3,1,2
abate,1,5,3,1,2
abate,1,5,3,1,2
abate,1,6,3,1,2
abate,1,3,3,1,2
abate,1,6,3,1,2
abate,1,6,3,1,2
abate,1,6,3,1,2
abate,1,6,3,1,2
abate,0,6,3,1,2
abate,1,4,3,1,2
abate,1,6,3,1,2
abate,1,4,3,1,2
abate,1,4,3,1,2
abate,1,3,3,1,2
abate,1,5,3,1,2
abate,0,6,3,1,2
abate,1,6,3,1,2
abate,0,6,3,1,2
abate,1,4,3,1,2
abate,1,3,3,1,2
abate,1,5,3,1,2
abate,1,3,3,1,2
abate,1,5,3,1,2
abate,1,5,3,1,2
abate,1,6,3,1,2
abate,0,6,3,1,2
abate,1,6,3,1,2
abate,0,6,3,1,2
abate,1,6,3,1,2
abate,1,3,3,1,2
abate,0,6,3,1,2
abbey,1,6,2,1,2
abbey,1,4,2,1,2
abbey,1,4,2,1,2
abbey,1,4,2,1,2
abbey,1,6,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,3,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,5,2,1,2
abbey,1,6,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,3,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,6,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,5,2,1,2
abbey,1,6,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,2,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,6,2,1,2
abbey,1,4,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,4,2,1,2
abbey,1,4,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,3,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,6,2,1,2
abbey,1,6,2,1,2
abbey,1,5,2,1,2
abbey,1,6,2,1,2
abbey,1,6,2,1,2
abbey,1,5,2,1,2
abbey,0,6,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,4,2,1,2
abbey,1,5,2,1,2
abbey,1,6,2,1,2
abbey,1,6,2,1,2
abbey,1,4,2,1,2
abbey,1,6,2,1,2
abbey,1,4,2,1,2
abbey,1,4,2,1,2
abbey,1,4,2,1,2
abbey,1,2,2,1,2
abbey,1,4,2,1,2
abbey,1,6,2,1,2
abbey,1,4,2,1,2
abbey,1,4,2,1,2
abbey,1,3,2,1,2
abbey,1,6,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbey,1,4,2,1,2
abbey,1,3,2,1,2
abbey,1,6,2,1,2
abbey,1,4,2,1,2
abbey,1,4,2,1,2
abbey,1,4,2,1,2
abbey,1,4,2,1,2
abbey,1,5,2,1,2
abbey,1,5,2,1,2
abbey,1,4,2,1,2
abbot,1,4,2,1,2
abbot,1,4,2,1,2
abbot,0,6,2,1,2
abbot,1,4,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,3,2,1,2
abbot,1,6,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,0,6,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,4,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,4,2,1,2
abbot,1,5,2,1,2
abbot,1,4,2,1,2
abbot,1,4,2,1,2
abbot,1,5,2,1,2
abbot,1,4,2,1,2
abbot,1,6,2,1,2
abbot,1,4,2,1,2
abbot,1,6,2,1,2
abbot,1,5,2,1,2
abbot,1,4,2,1,2
abbot,1,6,2,1,2
abbot,1,4,2,1,2
abbot,1,5,2,1,2
abbot,1,4,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,4,2,1,2
abbot,0,6,2,1,2
abbot,1,5,2,1,2
abbot,1,4,2,1,2
abbot,1,4,2,1,2
abbot,1,5,2,1,2
abbot,1,4,2,1,2
abbot,1,6,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,4,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,6,2,1,2
abbot,1,4,2,1,2
abbot,1,4,2,1,2
abbot,1,4,2,1,2
abbot,1,3,2,1,2
abbot,1,4,2,1,2
abbot,0,6,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,6,2,1,2
abbot,1,4,2,1,2
abbot,1,4,2,1,2
abbot,1,5,2,1,2
abbot,1,3,2,1,2
abbot,1,4,2,1,2
abbot,1,4,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,6,2,1,2
abbot,1,5,2,1,2
abbot,1,4,2,1,2
abbot,1,6,2,1,2
abbot,1,4,2,1,2
abbot,1,6,2,1,2
abbot,1,6,2,1,2
abbot,1,5,2,1,2
abbot,1,3,2,1,2
abbot,1,5,2,1,2
abbot,0,6,2,1,2
abbot,1,6,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,4,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,5,2,1,2
abbot,1,4,2,1,2
abbot,1,4,2,1,2
abbot,1,5,2,1,2
abbot,1,6,2,1,2
abbot,1,6,2,1,2
abbot,1,6,2,1,2
abbot,1,4,2,1,2
abbot,1,6,2,1,2
abbot,1,4,2,1,2
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,3,2,0,1
abhor,1,6,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,3,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,5,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,6,2,0,1
abhor,1,2,2,0,1
abhor,1,4,2,0,1
abhor,1,3,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,3,2,0,1
abhor,1,4,2,0,1
abhor,1,3,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,5,2,0,1
abhor,1,6,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,3,2,0,1
abhor,1,6,2,0,1
abhor,1,5,2,0,1
abhor,1,3,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,3,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,5,2,0,1
abhor,1,3,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,3,2,0,1
abhor,1,5,2,0,1
abhor,1,3,2,0,1
abhor,1,3,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,5,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,5,2,0,1
abhor,1,3,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,5,2,0,1
abhor,0,6,2,0,1
abhor,1,3,2,0,1
abhor,1,5,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,3,2,0,1
abhor,1,6,2,0,1
abhor,1,4,2,0,1
abhor,1,5,2,0,1
abhor,1,4,2,0,1
abide,1,5,3,0,1
abide,0,6,3,0,1
abide,1,5,3,0,1
abide,1,3,3,0,1
abide,0,6,3,0,1
abide,1,5,3,0,1
abide,1,6,3,0,1
abide,1,6,3,0,1
abide,1,3,3,0,1
abide,1,6,3,0,1
abide,1,4,3,0,1
abide,1,4,3,0,1
abide,1,4,3,0,1
abide,1,6,3,0,1
abide,1,6,3,0,1
abide,0,6,3,0,1
abide,1,4,3,0,1
abide,1,4,3,0,1
abide,1,6,3,0,1
abide,0,6,3,0,1
abide,1,4,3,0,1
abide,1,4,3,0,1
abide,1,5,3,0,1
abide,1,2,3,0,1
abide,1,5,3,0,1
abide,1,6,3,0,1
abide,1,4,3,0,1
abide,1,3,3,0,1
abide,1,6,3,0,1
abide,1,4,3,0,1
abide,1,6,3,0,1
abide,1,4,3,0,1
abide,1,5,3,0,1
abide,1,5,3,0,1
abide,1,6,3,0,1
abide,1,5,3,0,1
abide,1,5,3,0,1
abide,1,5,3,0,1
abide,1,3,3,0,1
abide,1,6,3,0,1
abide,1,4,3,0,1
abide,1,4,3,0,1
abide,1,6,3,0,1
abide,1,4,3,0,1
abide,1,6,3,0,1
abide,1,5,3,0,1
abide,1,5,3,0,1
abide,1,4,3,0,1
abide,1,4,3,0,1
abide,1,6,3,0,1
abide,1,6,3,0,1
abide,1,5,3,0,1
abide,1,4,3,0,1
abide,1,5,3,0,1
abide,1,6,3,0,1
abide,1,3,3,0,1
abide,1,5,3,0,1
abide,1,3,3,0,1
abide,1,5,3,0,1
abide,1,5,3,0,1
abide,0,6,3,0,1
abide,1,6,3,0,1
abide,1,6,3,0,1
abide,1,5,3,0,1
abide,1,6,3,0,1
abide,1,6,3,0,1
abide,1,5,3,0,1
abide,1,3,3,0,1
abide,1,4,3,0,1
abide,1,5,3,0,1
abide,1,3,3,0,1
abide,1,4,3,0,1
abide,1,4,3,0,1
abide,1,5,3,0,1
abide,1,4,3,0,1
abide,0,6,3,0,1
abide,1,3,3,0,1
abide,1,5,3,0,1
abide,1,4,3,0,1
abide,1,6,3,0,1
abide,1,2,3,0,1
abide,1,2,3,0,1
abide,1,4,3,0,1
abide,1,2,3,0,1
abide,1,5,3,0,1
abide,1,6,3,0,1
abide,1,5,3,0,1
abide,1,4,3,0,1
abide,0,6,3,0,1
abide,1,6,3,0,1
abide,1,4,3,0,1
abide,1,4,3,0,1
abide,1,5,3,0,1
abide,1,4,3,0,1
abide,1,5,3,0,1
abide,1,5,3,0,1
abide,1,5,3,0,1
abide,1,4,3,0,1
abide,1,6,3,0,1
abide,1,4,3,0,1
abled,1,6,2,0,1
abled,1,6,2,0,1
abled,1,4,2,0,1
abled,1,5,2,0,1
abled,0,6,2,0,1
abled,1,4,2,0,1
abled,1,4,2,0,1
abled,0,6,2,0,1
abled,1,2,2,0,1
abled,1,6,2,0,1
abled,1,4,2,0,1
abled,1,6,2,0,1
abled,0,6,2,0,1
abled,1,4,2,0,1
abled,1,5,2,0,1
abled,1,2,2,0,1
abled,1,4,2,0,1
abled,1,5,2,0,1
abled,1,6,2,0,1
abled,0,6,2,0,1
abled,1,4,2,0,1
abled,1,4,2,0,1
abled,1,6,2,0,1
abled,1,5,2,0,1
abled,1,4,2,0,1
abled,1,6,2,0,1
abled,1,5,2,0,1
abled,0,6,2,0,1
abled,1,4,2,0,1
abled,1,4,2,0,1
abled,1,4,2,0,1
abled,1,4,2,0,1
abled,1,5,2,0,1
abled,1,5,2,0,1
abled,1,6,2,0,1
abled,1,3,2,0,1
abled,1,4,2,0,1
abled,1,5,2,0,1
abled,1,6,2,0,1
abled,1,5,2,0,1
abled,1,4,2,0,1
abled,1,4,2,0,1
abled,1,6,2,0,1
abled,0,6,2,0,1
abled,1,6,2,0,1
abled,1,4,2,0,1
abled,0,6,2,0,1
abled,1,3,2,0,1
abled,1,5,2,0,1
abled,1,6,2,0,1
abled,1,5,2,0,1
abled,1,4,2,0,1
abled,1,4,2,0,1
abled,1,6,2,0,1
abled,1,5,2,0,1
abled,1,5,2,0,1
abled,1,6,2,0,1
abled,1,4,2,0,1
abled,1,6,2,0,1
abled,1,5,2,0,1
abled,1,5,2,0,1
abled,1,2,2,0,1
abled,1,6,2,0,1
abled,1,4,2,0,1
abled,1,5,2,0,1
abled,1,5,2,0,1
abled,1,4,2,0,1
abled,1,6,2,0,1
abled,1,6,2,0,1
abled,1,4,2,0,1
abled,1,5,2,0,1
abled,1,6,2,0,1
abled,1,6,2,0,1
abled,1,6,2,0,1
abled,1,3,2,0,1
abled,1,3,2,0,1
abled,1,4,2,0,1
abled,1,5,2,0,1
abled,1,5,2,0,1
abled,1,5,2,0,1
abled,0,6,2,0,1
abled,1,5,2,0,1
abled,1,5,2,0,1
abled,1,4,2,0,1
abled,1,5,2,0,1
abled,1,4,2,0,1
abled,0,6,2,0,1
abled,1,6,2,0,1
abled,1,3,2,0,1
abled,1,6,2,0,1
abled,0,6,2,0,1
abled,1,6,2,0,1
abled,1,5,2,0,1
abled,1,5,2,0,1
abled,1,4,2,0,1
abled,1,6,2,0,1
abled,1,4,2,0,1
abled,1,6,2,0,1
abled,1,4,2,0,1
abled,1,5,2,0,1
abode,1,4,3,0,1
abode,1,5,3,0,1
abode,1,5,3,0,1
abode,1,5,3,0,1
abode,1,4,3,0,1
abode,1,5,3,0,1
abode,1,5,3,0,1
abode,1,6,3,0,1
abode,1,5,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,5,3,0,1
abode,1,3,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,5,3,0,1
abode,0,6,3,0,1
abode,1,5,3,0,1
abode,1,3,3,0,1
abode,1,6,3,0,1
abode,1,5,3,0,1
abode,1,4,3,0,1
abode,1,5,3,0,1
abode,1,4,3,0,1
abode,1,6,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,5,3,0,1
abode,1,4,3,0,1
abode,1,5,3,0,1
abode,1,6,3,0,1
abode,1,5,3,0,1
abode,1,5,3,0,1
abode,1,6,3,0,1
abode,1,5,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,6,3,0,1
abode,1,6,3,0,1
abode,1,3,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,6,3,0,1
abode,1,5,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,5,3,0,1
abode,1,3,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,6,3,0,1
abode,1,4,3,0,1
abode,1,3,3,0,1
abode,1,3,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,6,3,0,1
abode,1,5,3,0,1
abode,1,5,3,0,1
abode,1,2,3,0,1
abode,1,4,3,0,1
abode,1,5,3,0,1
abode,1,5,3,0,1
abode,1,5,3,0,1
abode,0,6,3,0,1
abode,1,5,3,0,1
abode,1,6,3,0,1
abode,1,5,3,0,1
abode,1,5,3,0,1
abode,1,6,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,5,3,0,1
abode,1,6,3,0,1
abode,1,6,3,0,1
abode,1,6,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,6,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,4,3,0,1
abode,1,2,3,0,1
abode,1,5,3,0,1
abode,1,4,3,0,1
abode,1,6,3,0,1
abode,1,5,3,0,1
abode,1,5,3,0,1
abode,1,6,3,0,1
abode,1,4,3,0,1
abode,1,6,3,0,1
abode,1,6,3,0,1
abode,1,4,3,0,1
abode,1,5,3,0,1
abode,1,3,3,0,1
abode,1,6,3,0,1
abort,1,5,2,0,1
abort,1,5,2,0,1
abort,1,4,2,0,1
abort,1,4,2,0,1
abort,1,4,2,0,1
abort,1,3,2,0,1
abort,1,4,2,0,1
abort,1,5,2,0,1
abort,1,6,2,0,1
abort,1,5,2,0,1
abort,1,4,2,0,1
abort,1,5,2,0,1
abort,1,4,2,0,1
abort,1,3,2,0,1
abort,1,4,2,0,1
abort,1,4,2,0,1
abort,1,5,2,0,1
abort,1,4,2,0,1
abort,1,3,2,0,1
abort,1,4,2,0,1
abort,1,4,2,0,1
abort,1,4,2,0,1
abort,1,5,2,0,1
abort,1,5,2,0,1
abort,1,3,2,0,1
abort,1,5,2,0,1
abort,1,4,2,0,1
abort,1,5,2,0,1
abort,1,6,2,0,1
abort,1,5,2,0,1
abort,1,4,2,0,1
abort,1,3,2,0,1
abort,0,6,2,0,1
abort,1,4,2,0,1
abort,1,5,2,0,1
abort,1,4,2,0,1
abort,1,5,2,0,1
abort,1,5,2,0,1
abort,1,6,2,0,1
abort,1,6,2,0,1
abort,1,6,2,0,1
abort,1,4,2,0,1
abort,1,2,2,0,1
abort,1,6,2,0,1
abort,1,3,2,0,1
abort,1,5,2,0,1
abort,1,5,2,0,1
abort,1,4,2,0,1
abort,1,5,2,0,1
abort,1,5,2,0,1
abort,1,5,2,0,1
abort,1,5,2,0,1
abort,1,5,2,0,1
abort,1,3,2,0,1
abort,1,2,2,0,1
abort,1,5,2,0,1
abort,1,3,2,0,1
abort,1,5,2,0,1
abort,1,4,2,0,1
abort,1,6,2,0,1
abort,1,5,2,0,1
abort,1,4,2,0,1
abort,1,5,2,0,1
abort,1,5,2,0,1
abort,1,6,2,0,1
abort,1,5,2,0,1
abort,0,6,2,0,1
abort,1,4,2,0,1
abort,1,5,2,0,1
abort,1,5,2,0,1
abort,1,4,2,0,1
abort,1,6,2,0,1
abort,1,6,2,0,1
abort,1,5,2,0,1
abort,0,6,2,0,1
abort,1,5,2,0,1
abort,1,4,2,0,1
abort,1,4,2,0,1
abort,1,5,2,0,1
abort,1,6,2,0,1
abort,1,5,2,0,1
abort,1,3,2,0,1
abort,1,4,2,0,1
abort,1,4,2,0,1
abort,1,6,2,0,1
abort,1,5,2,0,1
abort,1,4,2,0,1
abort,1,4,2,0,1
abort,1,5,2,0,1
abort,1,3,2,0,1
abort,1,4,2,0,1
abort,1,5,2,0,1
abort,1,3,2,0,1
abort,1,4,2,0,1
abort,1,3,2,0,1
abort,1,6,2,0,1
abort,1,3,2,0,1
abort,1,6,2,0,1
abort,1,5,2,0,1
abort,1,5,2,0,1
about,1,4,3,0,1
about,1,4,3,0,1
about,1,4,3,0,1
about,1,6,3,0,1
about,1,4,3,0,1
about,1,4,3,0,1
about,1,3,3,0,1
about,1,4,3,0,1
about,1,6,3,0,1
about,1,4,3,0,1
about,1,5,3,0,1
about,1,3,3,0,1
about,1,4,3,0,1
about,1,5,3,0,1
about,1,4,3,0,1
about,1,5,3,0,1
about,1,4,3,0,1
about,1,4,3,0,1
about,1,5,3,0,1
about,1,6,3,0,1
about,1,6,3,0,1
about,1,4,3,0,1
about,1,6,3,0,1
about,1,4,3,0,1
about,1,4,3,0,1
about,1,3,3,0,1
about,1,4,3,0,1
about,1,3,3,0,1
about,1,5,3,0,1
about,1,3,3,0,1
about,1,3,3,0,1
about,0,6,3,0,1
about,1,5,3,0,1
about,1,4,3,0,1
about,1,6,3,0,1
about,1,4,3,0,1
about,1,3,3,0,1
about,1,5,3,0,1
about,1,5,3,0,1
about,1,5,3,0,1
about,1,5,3,0,1
about,1,4,3,0,1
about,1,3,3,0,1
about,1,3,3,0,1
about,1,5,3,0,1
about,1,3,3,0,1
about,1,5,3,0,1
about,1,5,3,0,1
about,1,4,3,0,1
about,1,5,3,0,1
about,1,4,3,0,1
